base_rot, wings_rot
2.238060763322148716e+01,6.881691135742048004e+01
4.331520790073584237e+01,9.607679458503750425e+01
-5.442878527375504660e+01,7.014533993100850751e+01
-3.561643976044022963e+01,6.798123416629537985e+01
-3.707306032570521381e+01,8.925628565875452125e+01
-2.174599676184922714e+01,5.292410220681697552e+01
-4.184055313939370535e+01,9.365834023886282012e+01
-3.619532263242874848e+01,1.140318620173422062e+02
-5.924001997265478536e+01,8.477636389747419798e+01
3.593785985474836764e+01,9.744137988828950370e+01
-6.890089781884071840e+00,1.141035595200806796e+02
-7.575617021622555569e+00,1.077283245489817034e+02
2.002858733755415699e+01,6.599928019948562508e+01
4.198016482234493196e+01,5.710577416204684909e+01
-7.076240766478917976e+00,3.087635308894651764e+00
-4.022505966584891723e+01,1.126186649652180165e+02
-9.150745282523018886e+00,1.866042112293097688e+01
1.615462347862361980e+01,4.551960271136222502e+01
4.625849227183246626e+01,1.449293972823904042e+00
4.104206484203649552e+01,1.795315246850931246e+01
3.796633196536521382e+01,2.847560547011367404e+01
4.692951378275495244e+01,2.289905781527791362e+01
5.773487748754621407e+01,5.109249697456257877e+01
-5.192205245512944600e+01,1.163537462744600788e+02
3.958355302124675745e+01,4.261375876106600913e+01
-2.951145815448346355e+01,3.115670752180629677e+01
1.139446343604205936e+01,1.102114303100451309e+01
9.325901131215829309e+00,6.545926556041362687e+01
-3.213870381619425132e+01,1.097528952407480496e+01
-8.477265692455858925e+00,6.155549132393711709e+00
4.763258727592992159e+01,7.248421357680702215e+01
-2.598629562996725895e+01,6.332202927990876873e+01
-5.239406600829071436e+01,1.056879430167921043e+02
-4.370380089516389432e+01,2.363270205273757796e+01
3.863754533044172490e+00,2.479148563826505125e+01
5.437087344888877283e+01,2.742429972852933417e+01
-5.132196307564875326e+00,1.007136299433285416e+02
4.432771248208486270e+01,1.051851739597567956e+02
3.177020288910011914e+01,1.184970847903268236e+02
1.362330064984971045e+01,2.978322858297930864e+01
1.781155797620243675e+01,7.428570948042343502e+01
-4.490055288699133484e+01,7.117578749303679331e+01
-3.647623642276175815e+01,1.177394839282525254e+02
4.811867412940469535e+01,4.858766944954501099e+01
-9.705065675596777908e+00,9.550711966745248560e+01
-2.653112462263720772e+00,7.016089189579062690e+01
5.299122848571798272e+00,9.631356619117453022e+01
2.718307620391529156e+01,3.347758792368482261e+01
4.981213823898272608e+00,2.471606091500989777e+01
-6.884332948698144605e+00,7.629967725934488953e+01
3.006785471848549207e+01,6.539264413852160374e+01
-1.752093218709630662e+01,6.989618241688647515e+01
3.732405782581858489e+01,4.921273364016180807e+01
-9.960026908341909291e+00,1.062932899511998812e+02
-1.379590469221365368e+01,5.907496139280780056e+01
3.063303712101782139e+01,3.073766326965199269e+01
-2.687090381959853858e+01,4.435772985490066134e+01
-4.192510370046453261e+01,1.948196357689944946e+01
-4.988049508765755036e-01,4.275666943658309549e+01
1.626905959162480997e+01,1.170531289605536358e+02
2.757006779920965300e+01,9.246622836280015179e+01
3.276141432245935903e-01,3.054081801500679205e+01
-1.727864638904144101e+00,9.583389679867246969e+01
-9.196179451675199346e+00,3.320586575060392676e+01
1.229528661399525902e+01,5.335427782982951328e+01
4.162026269050559790e+01,2.546600380409512354e+01
-3.334784214745819497e+01,6.128682533741705640e+01
5.541692073476740177e+01,4.721142456381132035e+01
4.040740673113404569e+00,1.105777042840529845e+02
-2.371964556761558640e+01,1.662925551988637096e+01
-4.242551848829724293e+01,4.388779927270761760e+01
-1.406287985762503467e+01,4.127716706754369369e+01
-2.386010490224430214e+01,6.712601853411674924e+00
-2.765440825850036077e+01,2.245946108526432639e+01
6.941396392784199065e+00,5.289366366778767770e+01
-2.097276938161000714e+01,1.181021160298854653e+02
3.234580691028689614e+01,5.593133157768890840e+01
2.917508810140780895e+01,8.750962703095002837e+01
1.766877613874429187e+01,4.226410383804141446e+01
1.301728654902473181e+01,9.532234361308690040e+01
4.168209521478402735e+01,2.768102898545311419e+01
2.604610602427305821e+01,8.322487832224827287e+01
-3.941454743878759359e+01,5.615785234190578024e+01
2.295088762566899732e+01,5.435516902014478902e+00
8.525021352556620968e+00,1.307059950660926262e+01
2.447116570673649960e+01,9.686659229082238198e+01
3.839641222457657932e+01,5.296028918191476009e+01
2.054151008819492574e+01,3.345641413309604673e+01
-2.544305746891313902e+01,1.466834695042615877e+01
-4.557084070559469069e+01,5.256579726838103284e+01
-4.670204041938076500e+01,9.326304992865895827e+01
-8.155102430648881295e+00,1.156276985115223397e+02
5.868017944457456281e+01,6.382306036006536942e+01
-1.272670419807981546e+01,2.947458238301023670e+01
-2.300101424266972572e+01,1.054138025812541315e+02
3.417924971973910431e+01,8.789194042733480217e+01
3.844084500651781866e+01,1.108171088153117410e+02
5.516424896505436948e+01,8.991111343811263623e+01
-4.240161075307278082e+01,9.651993941970563640e+01
-6.930364386709015889e-01,5.765073130586311123e+01
-2.501375461776676445e+01,9.666506525218450463e+01
-4.485361848719268352e+01,1.010065830715787598e+02
1.753941314505425453e+01,2.780474200422535702e+01
-1.692584729977917135e+01,1.769914205397483897e+01
-3.635015157527213603e+00,1.186728877658932078e+02
2.577120500214682863e+01,3.391422771751919640e+01
-2.514908878134461645e+01,6.862784469053538317e+01
-5.884061518143575853e+01,2.346473648044890581e+01
5.509064015452989338e+01,8.656277105773943958e+01
1.386020819367701051e+00,4.271974926827390817e+01
5.484958291263487240e+01,9.796654385240520924e+01
-5.820766893337875558e+00,6.341944031111190583e+01
7.067655006820672270e+00,1.069708965316094549e+02
-1.369581736721973897e+01,2.903246368058152882e+01
-3.739637028129274654e+01,9.344597129984887829e+01
5.583704476087001467e+01,5.201482327235535763e+01
1.426434811199379737e+01,8.006639941197019539e+01
4.365841805626628513e+01,9.860279520765809025e+01
4.877243891551682964e+01,7.838603206957337477e+01
-2.147794530180368611e+01,1.119663602520157752e+01
-4.024217856524661840e+01,1.089780010980481819e+02
4.679293872360733531e+01,1.732625379143421185e+01
4.023069586348765370e+01,1.012403446500818092e+02
1.632485943148816432e+01,1.049833804115499589e+02
-5.817923290660542079e+01,8.001548623074420163e+01
3.143750006314834877e+01,4.765785756378668481e+01
2.659105191455900297e+00,6.090414254432793228e+01
-4.462485366083383553e+01,7.720762492636938923e+00
-3.968572664898051272e+01,1.175869931813653864e+02
-1.704603224937826411e+01,4.222224753376267614e+01
2.534894683814198402e+01,9.629484517379474084e+01
-3.820814728618344702e+01,1.462847207672420602e+01
-6.387983483403871787e+00,1.009561651539608107e+02
4.593757676374350751e+01,8.928395233462977387e+01
2.992967864763409125e+01,5.893738251523002702e+01
-4.988235757619690958e+00,6.757674218819283851e+01
-1.219155356239815546e+01,7.884638818374435232e+01
-1.239101600055770547e+01,1.720809699429928230e+00
-9.364176861376030558e+00,1.165601896442879166e+02
1.683516375121293152e+01,1.415055450489136391e+01
-1.216829238109803413e+01,4.326990403435480204e+01
1.224764504694483946e+00,6.776860797892365618e+00
5.924318842472352742e+01,1.915732510058357718e+01
-2.576962679854224803e+01,6.306738753123320151e+01
-2.835845626482161208e+01,8.274592431778755497e+01
-3.568105925683070723e+01,1.015297459582942707e+01
-1.325814676237279599e+01,8.654736037471006682e+01
4.686626463101345053e+01,9.281637507145351407e+00
4.336173334222283415e+01,3.857987082579867888e+00
4.370212300360316249e+01,6.216330780308965132e-01
-3.173135039577586269e+01,1.180020564703911674e+02
9.542143913995133175e+00,1.362377331345216547e+01
3.965919438655419071e+00,6.679667324167654385e+01
-4.596563608527432621e+00,7.422813915552188746e+01
4.241862241560129121e+01,9.600653708087772031e+01
1.346662073240968027e+01,1.113448104973028592e+02
-4.280359316182533291e+00,7.415686163704933165e+01
-3.203713838572966921e+01,9.553011330015154101e+01
3.668526334366553954e+01,1.196590838001020813e+02
-1.367677259785389055e+01,1.119667141865698881e+02
5.325996519183344446e+01,3.476217431062543284e+01
3.502275432929390320e+01,9.868771945036336035e+01
-2.032682680968441247e+01,5.330406721000947101e+01
5.988821415909428936e+01,1.016842318759751009e+02
1.548030682743592479e+01,4.701954411874032758e+01
-4.370449804399811455e+01,9.858658476698312256e+01
1.346555021048442313e+01,7.842282504283215872e+01
4.975133091874550928e+01,7.578364514586546363e+00
5.606965831870269312e+01,1.243410989061411698e+01
-5.913022741297218943e+01,8.206916685728192817e+01
4.164112609061565706e+01,5.896700320614630897e+01
1.843835921616020812e+01,5.103110401071283775e+01
4.269887886959537582e+00,4.138840797230584201e+01
-4.962454751108631967e+01,2.977495131485463631e+00
1.734984420209516998e+01,1.106534941923102906e+02
-8.547875847274333694e+00,5.375447563820009833e+01
4.007425683783074533e+01,6.122388858025875180e+01
3.323490688261964010e+01,1.694513672955972083e+01
-5.350212109765030277e+01,7.467715168839464468e+01
-4.261071072124948955e+01,7.959290101546304186e+01
2.661814057355348950e+01,1.039025582924331133e+02
-2.957708738955865613e+01,5.000307036996608190e+01
-9.660392542151342354e+00,1.175126711434463544e+01
-8.331478887073153317e+00,1.696533834279610176e+01
4.251844579588325246e+01,4.223976098996605799e+01
2.195544362522359449e+01,8.542798209365852813e+01
-1.313631405595150170e+01,7.747436627021755839e+01
-4.349354623960512356e+01,8.215660662385784008e+01
-5.393375479502520875e+01,5.557301289728304283e+01
-1.727692945283359194e+01,6.215815826851078896e+01
-2.892373699986393021e+01,5.262261329119237985e+01
2.551030868863622914e+01,1.105069961647088377e+02
1.567303046709587022e+01,6.988835831779793750e+01
-2.213142329676869480e+01,5.416908853717917083e+01
1.859656053559251632e+01,7.389443718052631027e+01
3.105168733126980385e+01,6.153648164411779220e+01
-3.546653169808546124e+01,1.466780070531333635e+01
2.744254867622467486e+01,1.641773352101539274e+01
-5.482056191661298783e+01,1.073347127630840134e+02
-7.738227284404928241e-01,1.098759105561453566e+02
-4.059455959152514026e+01,5.793872492760594461e+00
-4.881166704139253909e+01,1.456124235231138186e+01
-2.453532137312100758e+01,1.010572830304711971e+02
4.400616380064803934e+00,2.396204183313824387e+01
8.429880902714558033e+00,4.900851037440059343e+00
-5.520375628547789404e+00,9.847474201005506700e+01
3.120871588822517140e+01,1.098058984960137536e+02
-2.473894348413821120e+01,3.871719911979297990e+01
-3.705309648158151248e+01,1.027482130981098862e+00
1.629780722132734638e+01,5.986418942683804545e+01
2.182861487082199403e+01,1.158612537859965528e+02
-5.730913065571434828e+01,2.661882462088622958e+01
4.010490541539228104e+01,4.792925605937612232e+01
4.333068287306232946e+00,1.038570137482784617e+02
2.677114478661991370e+01,1.157172838812036701e+02
2.923264005440498181e+01,1.125456822086070190e+02
1.389379421881187682e+01,1.115069285549632028e+01
5.544902529216544451e+01,1.009074715606313433e+01
5.397036587202347846e+01,7.684422991374574963e+01
-4.220903119329726394e+01,7.505626431097576301e+01
2.958029466090137305e+01,4.690742761738917466e+01
4.989810828398150022e+01,4.080090873529595541e+01
5.175072820333383561e+01,1.183277535834733527e+02
-5.018091432823950981e+01,1.096056948795534538e+02
3.307297039259665894e+01,5.688646792863935531e+01
-5.355048069544598377e+01,1.056034567751411579e+00
-5.883802412656977765e+01,9.742256676614699984e+01
2.209727742964905417e+01,2.521363990925201648e+01
-5.770853161888913974e+01,6.768096755291273325e+01
-1.685085875629737728e+01,7.102716159513670391e+01
4.270089689556013468e+01,1.151345572279471128e+02
4.074172013537098280e+01,6.158936785455893670e+01
-2.890909882269534137e+01,1.332516570016415436e+01
-4.850680051696221540e+01,6.108841520205774600e+01
-3.646910683094263561e+01,7.829591729988977988e+01
-4.243191294165144711e+01,2.730759395790742872e+01
2.509496730223580130e+01,5.938688670669954917e+01
1.184900161935058804e+01,9.286532184860367067e+01
-5.343075711857373733e+00,1.144891664606504946e+02
5.125465417501716558e+01,3.496424942163208271e+01
5.250322291958931942e+01,1.009412367704769764e+02
-3.711321145253306497e+01,2.365977528482892112e+00
-1.347968843614930279e+01,5.653078543538753564e+01
-2.577191400133265375e+01,5.838651645188019756e+01
2.531484789120453627e+01,6.726479104186981317e+01
-1.219501990756917564e+00,1.161018198259169196e+02
3.493934797594758379e+01,8.816657070651112349e+01
4.089736964594278845e+01,9.343772884877760987e+01
2.096873301373922516e+01,1.103425503151210307e+02
5.215917250392608651e+01,2.665081202959561324e+01
5.700611713036998651e+01,5.973736854331716728e+01
-3.892227494986812530e+01,7.281572125773635662e+01
-5.320443148382575060e+01,3.973150124844814712e+01
-2.070002637993431449e+01,1.174638048098848344e+02
5.147266479225012858e+01,3.139426198900293841e+01
-2.557779725565548290e+01,3.931129044614441170e+01
2.191328142706183257e+00,1.955227131137113616e+01
-9.554380330871772742e+00,9.178284337232653911e+01
-3.647067940614988402e+01,3.071056056158495196e+01
3.782675253134765114e+01,4.425201678026012786e+01
4.795407166376591590e+01,4.078027577504104073e+01
-5.539543826897813972e+01,1.043662612810907859e+02
2.429436659484611027e+01,7.704260219457097492e+01
-7.343203432000692032e+00,6.552945274343412052e+01
2.965033719743004781e+01,1.390148210953179841e+01
-1.714710834959041819e+01,6.758313030568182000e+01
4.392371403267020469e+01,6.792451007008918396e+01
-4.535168059897495851e+01,7.972934609337085021e+01
3.127142186100061849e+01,9.418365195805490941e+01
-3.733281694276968921e+01,7.631736084643530660e+01
-5.405831878475461849e+01,6.335312777143182927e+01
-4.638161081026375143e+01,3.002733309329786948e+01
-3.069321045729224551e+01,1.091003980677434697e+02
-5.054006655981939389e+01,1.478957803147804562e+00
3.185828853933332994e+01,5.107508645560554505e+00
-3.189508537883152428e+01,2.749011586002367835e+00
3.031107661085334826e+01,1.974087433538372949e+01
2.338079927275890668e+01,4.879766646107711381e+01
3.136511306213135697e+01,1.121915697469697193e+02
5.769107620870683206e+01,7.771090779483441224e+01
-1.435650859951762470e+01,3.785179634789620451e+01
4.822071118789908439e+01,3.056887753634573812e+01
-2.502515405150558792e+01,8.491880053490034186e+01
3.639509822321670640e+00,7.326994314710879586e+00
5.420961990088822802e+01,2.655903804998828122e+01
4.277155698088085956e+01,1.053943256174147223e+02
-2.318187298971839283e+01,2.354397947432088856e+01
-4.216852948224676112e+01,3.127373515557536265e+01
-3.821480085748220290e+00,5.786686105703022065e+01
1.365039649435628633e+01,9.439327807398267112e+01
8.740921100946565048e+00,6.465268369241323398e+01
-3.635925230271045905e+01,5.077597858048572022e+01
-5.924853813115107215e+01,2.529308100488474054e+01
-5.169437666916946483e+01,9.964430273627536394e+01
-9.654253234559803332e+00,3.495282027654118551e+00
5.811044152920061379e+01,9.989463689354160181e+01
3.271960742203823713e+00,2.566918262064876899e+01
2.692223851826400960e+01,8.278632446694740565e+01
-1.816902574194305942e+01,1.788516779571029502e+01
-9.097880413266238975e+00,7.104945422005499722e+00
-2.590542574126335751e+01,5.332461884870553348e+01
-6.724235171618673235e-01,7.214653238030162186e+01
-3.992860747385247322e+01,6.179018578289169739e+01
3.958402268736804785e+01,1.048166451839799294e+02
-4.590782969294468074e+01,4.305778597571632105e+01
7.945741306792584169e-01,3.742239565017111147e+01
-2.779100809682323359e+01,8.028186049493646337e+00
-5.125554129099020173e+01,8.211392158832104826e+01
-4.823768555443304251e+01,7.208005512657734926e+01
-2.631243526158412749e+01,7.328849627710630443e+01
-6.256374255176410770e+00,4.973608249377762291e+01
9.874182344942184386e+00,4.938288309371522899e+01
-7.566479368088096180e+00,1.173203760451417565e+02
4.557991575580352617e+01,7.568513047889024392e+01
5.647611497394564140e+00,4.563215130019703736e+01
1.892447203741815542e+01,2.386919530105466336e+01
-4.912573851562015648e+01,6.154370586277467936e+01
-4.542350019822092122e+01,1.161291825466038148e+02
-5.736214200827262033e+01,6.903202348349208251e+01
-2.103327881143906097e+01,2.708275071547470603e+01
4.791682633735149466e+01,8.665797523261677782e+01
-4.420847037510991129e+01,7.888306775245565916e+01
4.198098275851799599e+01,1.757390293129316206e+01
-1.998051942723132868e+01,7.875896370394198698e+01
5.722494354012127360e+01,5.861722529970347750e+01
2.714206171318019756e+01,8.625857468173065001e+01
-1.976270064631032142e+01,1.155130267552900136e+01
4.429230720051010906e+01,4.169116786226042137e+01
5.506079288734898114e+01,2.450268522414809524e+01
-4.193854027926442285e+01,1.025762894856669902e+02
3.809264386878980702e+01,8.375824958581874569e+01
-2.578361439473296457e+01,7.051652955292962588e+01
-2.350826737988456472e+01,1.146813448272087328e+02
4.800631295412183874e+01,1.163920980415579152e+02
4.932622681457434055e+01,6.486961036435367589e+01
-8.160450088800743629e+00,6.433276188682280861e+01
-4.149781015372431625e+01,1.008404607869443197e+02
2.747859967938097725e+00,1.043468489995494650e+02
2.897073338769573070e+01,1.009807321256169246e+02
5.042631991630682364e+01,3.604769015127733667e+01
-3.012257947809978376e+01,4.276624108558198145e+01
7.052144066036433401e+00,1.537265684839847069e+01
3.842218765256362190e+01,2.279561420188171539e+01
5.132820737731098859e+01,1.101319966136921806e+02
4.217657298243516095e+01,8.471175912200483538e+01
1.258269633995581671e+01,6.996986561385574177e+00
5.172284175736744771e+01,1.373703517902233529e+01
-1.897678321664376710e+01,2.967926743787029054e+01
-3.509039354342704087e+01,1.135859157669402038e+02
4.807919947006894290e+00,4.714334008404188125e+01
4.058168452860459752e+01,5.809727938520946111e+01
-5.579695384731807195e+01,7.371673776594927574e+01
-2.808103319814117427e+01,8.421006313302430613e+01
3.381514339544838776e+01,1.023445757431576482e+02
-5.891533180746154130e+01,7.229924459694827021e+01
3.577065583209927979e+01,5.183278368464210928e+01
2.949488499539363318e+01,8.641324513503228388e+01
2.703815343881639421e+01,2.212636889283615815e+01
-2.154213169496588876e+01,9.732444760466245270e+01
-2.608555283264439595e+01,4.418147507518450112e+01
2.220066384895758915e+00,6.762577790230804453e+01
-4.336540702191779673e+01,5.922567482612421941e+01
5.514807684671183097e+00,5.216848743635206631e+01
-1.117999724159575692e+01,3.637024208045827045e+00
2.386989921992925190e+01,4.313144305407545431e+01
2.571394546691773542e+01,9.814459236647526552e+01
-5.644683864575929988e+01,3.197385441878711276e+01
-2.126207353486278606e+01,4.214002085845094570e+01
-1.561241519279631973e+01,5.983022271940886583e+01
4.612520428886526247e+00,2.190464722476687243e+01
-5.292232917917384327e+01,7.745919562594107788e+01
2.425517125140814301e+01,1.084124572988902315e+02
2.748488697836290839e+01,4.121905060587180003e+01
1.003843299774335662e+01,5.972341744633208549e+01
2.160757521020295258e+01,8.540433543159178953e+01
4.553669497605582706e+01,4.327556784606927920e+01
1.483369173787035322e+01,9.185569596919805235e+01
5.564075794269911057e+00,4.784548894970276933e+01
1.735332509020842906e+01,1.122472735327907429e+02
-2.063154891999460006e+00,9.440713852202677003e+01
-4.526113478402537282e+01,3.822725531535981958e+01
-4.004297913007874854e-01,7.197123043735614090e+01
-1.275221372260815400e+01,1.119997569932372699e+02
1.114919721500744743e+01,6.482124550329497481e+01
1.399043049620937040e+01,9.765272319104806797e+01
1.872744449366803110e+01,6.324739114467077172e+01
-4.386013066037415342e+01,1.470576609065334139e+01
3.409657985325276286e+01,8.577029267816230629e+01
-4.894506117093399666e+00,4.623251765301983340e+00
5.927074021042329832e+01,2.361153726626160321e+01
-5.401393412408894790e+01,5.675034457638824392e+01
2.107249410619635910e+01,2.551345658957141183e+01
2.372205701883869722e+01,1.174707604383535653e+02
4.053696853531839395e+01,3.989836553860053669e+01
-5.526361104509919642e+01,9.247339716826017408e+00
4.867870955600767502e+01,1.073948435103801984e+02
1.093160807615475960e+01,6.996494241587329554e+01
1.694150424916846021e+01,3.301398762155697142e+01
2.269258380028475131e+01,7.037779142626057194e+01
-4.823412005485206322e+01,5.447972747154325646e+01
-4.357811807100623724e+01,6.145967486622092224e+01
2.358542132070759578e+00,5.900908373680336894e+01
3.318546127868157214e+01,4.639378777265553566e+01
5.120090164862664039e+01,8.274268215392353909e+01
4.753893489180657639e+01,7.865892110328725551e+01
4.152791498769202860e+01,1.167112549042640666e+02
-2.682352074665045194e+01,3.671674129375998064e+01
1.328098840127692881e+01,1.916405721519272376e+01
-2.095656611504890066e+01,1.147943096221015935e+02
-8.533015051077647684e+00,6.348371648946664436e+01
1.648260505426009104e+01,6.968157510897185603e+01
3.355675608990013359e+01,1.186187301104218221e+02
2.994495578158998228e+01,6.563617831458010698e+00
-1.089417953442215747e+01,9.954543460015739242e+01
-3.148621097585902007e+01,1.015777144858764558e+01
2.448934390238319736e+01,7.422017083473534171e+01
2.450902053981668871e+01,1.074778220899673329e+02
-4.241359229467647651e+00,2.965340293952311157e+01
-1.267688754799824835e+01,9.443947445202337576e+01
-3.919200575678707565e+01,3.746140062663422299e+01
-5.800188760570473789e+01,7.566579696036330915e+01
-5.110958301436626527e+01,6.792293138536543040e+01
2.602682407560200772e+01,1.048216289979218061e+02
4.687277871030757126e+01,8.703675921540849458e+01
-3.396560707167364512e+01,1.109242459153011282e+02
5.161757717008741508e+01,8.833040257876285750e+01
-4.827775362894266920e+01,8.794720938601223281e+01
-6.331093362992589846e+00,4.681450031932807576e+01
-3.219942239825385855e+01,5.922263538902824109e+01
9.754515299035631415e+00,9.338645682864121511e+01
4.668806369698137360e+01,2.637531539337784636e+01
5.090778648309481014e+01,1.915186080924621947e+01
-3.033743903381406426e+00,4.828722853204403975e+01
-2.979674017388523311e+01,8.729702460998436209e+01
-4.500061663898300424e+01,5.988638866769873204e+01
4.417453850980990637e+01,1.081204041872342714e+02
2.679516968766469631e+01,8.606842095149958993e+01
2.243855031936703881e+01,2.076897087955663324e+01
1.528772274126350794e+01,7.670806881904286278e+00
-3.955264158719887746e+01,1.941665082720742674e+00
2.050062655387773702e+01,4.186383194487339665e+01
3.359744356950548649e+01,7.878690902980122246e+01
-2.317714565787001391e+01,8.665409075998434218e+01
3.905952056654001581e+01,7.535132423841608329e+01
-3.410832413654810580e+01,6.897314045935755189e+01
4.279258545882254339e+01,1.108547240496614137e+02
1.270655527800772688e+01,9.453425686398603034e+00
-4.788616485496417852e+01,1.967340324650317385e+00
-2.717460823818182547e+01,3.475218123926584468e+01
1.128227118978954024e+01,2.077636561754651012e+01
-5.371740686531759934e+01,8.271135572975330774e+01
8.118484557005572810e+00,1.172992778949585002e+01
3.429576663991788621e+01,1.121965016511232704e+02
3.086756415541024978e+01,7.616905135504919144e+01
-2.658908143965261672e+01,1.367438842486535222e+01
5.660707245874907301e+01,1.039939980721731416e+02
4.780543962817401393e+01,3.439173821879045789e+01
-3.448987634407607317e+01,1.108261848196135020e+02
-1.051112804979644011e+01,1.096053662928945016e+01
-4.732667670539903781e+01,2.155414435745268165e+01
3.717064116014732633e+01,8.108381190739140720e+01
3.161563426608307736e+01,1.764742553439274531e+01
4.740452321648700718e+01,1.973160741559851772e+00
-1.451468395085548480e+01,9.405066387269533834e+01
2.778358859849406315e+01,9.106829558507122613e+01
2.190083078527798932e+01,9.079090751342607746e+01
4.600256829338638909e+01,9.453305002299278215e+01
1.727535901597975965e+01,7.548003512754688415e+01
1.448381997846657043e+01,1.623557595961774780e+01
4.378987071508002771e+01,8.780551046795964965e+01
-2.163989479938755522e+01,7.741159856496287262e+01
-2.497090548279528832e+01,1.174457620063009387e+02
-2.081056750551955048e+01,4.718672270046564421e+01
-8.708261305195250657e-01,8.281934632315244471e+01
4.901878327104243738e+01,9.279498771736828644e+01
2.500535786984799813e+01,1.060410166814021693e+01
5.513628226964458179e+01,7.633254831235866789e+01
-4.196754393004418660e+01,7.433920577618077630e+01
-1.311665711798616485e+01,3.124992446681771341e+00
4.686222131345490993e+01,2.522995862218904151e+01
-4.894289547777638916e+01,1.025857666659883165e+02
1.385692052610801284e+01,1.090050182738344944e+02
-2.392038113728304438e+01,2.207860852013342168e+01
-2.884230056339835002e+01,3.144798333981800553e+01
-1.623401339940159005e+00,8.363792162568726951e+01
-1.804442934902424156e+01,8.502157118721808615e+01
-5.944600233160949898e+01,9.852040205900682679e+01
-3.730469299104612446e+01,7.506598018578050358e+01
1.783744175224278194e+00,1.708629421377825608e+01
-1.566863111875704817e-02,1.076685051499514429e+02
2.385532524975991464e+01,8.295635711309424210e+01
3.874717979623883934e+01,2.429924671954925230e+01
-2.189804244092768215e+01,1.147911340387580879e+02
4.197629112048672084e+01,7.642655375397384887e+01
-6.392423087679958371e+00,1.263257926585794166e+01
3.492353663376390216e+01,5.394951043556351777e+01
4.240393613774899961e+01,5.919331108807570274e+01
3.033686425250648711e+01,7.046817426812246765e+01
2.845587544677101732e+01,7.590412406745844009e+01
-4.369965263794694010e+01,2.053195921719813555e+01
3.324183723288082604e+01,5.559338554204747140e+01
1.200316417109128508e+00,3.185199721645470916e+01
-4.147821703845608710e+01,1.797828134242562825e-01
6.026907601622824018e-01,7.932246931683404512e+01
5.946223708316308887e+01,8.278238514496801770e+01
5.955037438474265343e+01,1.721988403016010416e+00
3.268170044763053284e+00,9.830839616030347372e+01
3.468430908729941109e+01,2.294646957318083480e+01
7.882051420060790292e+00,3.851913196040320742e+01
-4.624842100647698118e+01,8.539809049680951603e+01
-4.378684218802106898e+01,1.196161894265836878e+02
-1.922189524337925093e+01,2.063459728988245345e+01
3.552958151576305568e+00,8.862593787799248446e+01
-5.045486095579028785e+01,1.028021427151991389e+02
-4.003029849163514342e+01,8.317664466893141650e+01
4.303813364797792929e+01,7.939984830302957164e+01
-2.715643155512515960e+01,8.618250255044773667e+01
3.850935907691702198e+01,6.698340703641324012e+01
5.515850344388330484e+01,5.324971521847827205e+01
-4.278710796334097211e+01,3.235870336410850712e+01
-3.026263256662240053e+00,3.339039890582012049e+01
-4.623191397277486914e+01,6.807654369241554093e+01
1.560133191004389630e+00,1.076358159171172986e+02
-2.446515903112026535e+01,1.676529599705967399e+01
-5.327746009782757142e+01,5.631483597671544317e+01
-2.722012000250481378e+01,1.112755968245861453e+02
-1.962515562124828250e+00,1.028525644809626129e+02
5.329872899309049217e+01,9.861630824517536098e+01
9.446715910873720645e+00,1.095669936747146949e+02
7.582785306608286646e+00,2.022055172553945113e+01
-1.848256833923046827e+01,3.806375202399327407e+01
1.092127240423985768e+01,6.817963432601541740e+01
9.835509812211952863e+00,1.720979764097060993e+01
-2.047499081020065148e+01,4.724776110443504962e+01
3.470790522991669036e+01,5.231553358123967001e+01
-3.030775097181926370e+01,5.422010560406836532e+01
1.682969972145772886e+01,1.990922148813413983e+01
5.775969138673029590e+01,7.913963114999606319e+01
-3.839217545882443972e+01,3.748777993845613565e+01
-3.210929749372205322e+00,7.049746335286695853e+01
-4.381770867842611494e+01,8.319031521373497640e+01
-5.764804309198502352e+01,1.048220746836899195e+02
-4.125380899641019994e+01,5.003971390446314160e+01
3.471136942155817451e+01,6.749916774746623105e+01
5.549292460969654428e+01,3.172983209025773732e+01
-4.529078551498542993e+01,4.067649620641044805e+01
-3.746191052503311880e+01,5.566499817109126980e+01
-2.122606587153818936e+01,5.820750967317717084e+01
4.872301724875177342e+01,3.209364045548075950e+01
-4.915440651500553315e+01,9.500814507725962699e+01
5.408156359066121865e+01,7.441260778981901858e+00
-4.476294962288304902e+01,1.012747314189508359e+02
-3.700400785187859753e+01,5.515436591354830398e+01
-4.522525212545251350e+01,3.431410310220600479e+01
2.871301818385200022e+01,3.769800719357117202e+01
3.352520369795536226e+01,3.721497566299545312e+00
1.496361040106276619e+01,5.635313892621315546e+01
1.249151594710804147e+01,6.992080710260148635e+01
-2.944899876702165642e+01,1.028097430881146934e+01
3.915196771824423649e+01,8.228115825007738238e+01
3.324809711389325173e+01,2.768343567646619263e+01
-5.219682733990785550e+01,2.679812723458709911e+00
4.020707994172521182e+01,4.945905122737738679e+01
3.259116307912873367e+01,1.062336766825247913e+01
1.692739576325269013e+01,7.166845823626547940e+01
-5.250157532739062560e+01,5.331178623173018138e+01
7.044617087379080544e+00,5.763174025886027607e+01
-4.895387794127495340e+01,3.800199869544726283e+01
-4.047572979768854395e+01,3.909965560973206777e+01
-3.649646062837121008e+01,2.719551020310879608e+01
4.416490582110604635e+01,2.014249396685535842e+01
